Neighborhood,price,space
الروابى,1700000,32500
الروابى,1700000,32500
الروابى,1250000,67500
الروابى,1150000,40000
الروابى,688500,20000
الروابى,1920000,75000
الروابى,1083333,37500
الروابى,2000000,75000
الروابى,2500000,87000
الروضة,2100000,87500
الروضة,515000,28700
الروضة,1800000,88400
الروضة,820000,42000
الروضة,481169,59800
الروضة,875000,48300
الروضة,1480000,72000
الروضة,473105,43500
الروضة,1300000,62400
الروضة,2160684,87000
الروضة,550000,33600
الريان,900000,49500
الريان,1400000,115000
الريان,1400000,115000
الريان,893642,35045
الريان,893642,35045
الريان,1686871,61600
الريان,1850000,45000
الريان,2600000,108900
الزاهر,128000,45000
الزهراء,500000,43000
الزهراء,700000,41500
الزهراء,810000,37500
الزهرة,450000,46000
الزهرة,700000,72500
الزهرة,600000,50000
الزهرة,1200000,37500
الزهرة,560000,50000
الزهرة,831000,40000
الزهرة,345000,50000
الزهرة,836320,22500
الزهرة,300000,39886
الزهرة,100000,50000
الزهور,145000,50000
الزهور,170000,50000
الزهور,185000,45375
الزهور,208000,45500
الزهور,365000,91000
الزهور,188000,45000
الزهور,165000,45625
الزهور,165000,45625
الزهور,140000,45000
الزهور,90000,45000
الزهور,95000,45000
الزهور,220000,90000
الزهور,300000,90000
الزهور,70000,30000
الزهور,135000,45000
الزهور,130000,45000
الزهور,145000,45000
الزهور,160000,45000
الزهور,290000,90000
الزهور,320000,90000
الزهور,100000,44595
الزهور,150000,45000
الزهور,150000,45000
الزهور,85000,26670
الزهور,245000,90000
الزهور,280000,90000
الزهور,340000,90000
الزهور,315000,90000
السعادة,649168,37500
السعادة,1168200,66000
السعادة,1115100,63000
السعادة,699131,31250
السعادة,860000,33300
السعادة,300000,30267
السعادة,100000,43200
السعادة,1043133,80241
السعادة,1041820,80140
السلام,360000,87000
السلام,838995,72500
السلام,1250000,67500
السلام,200000,62500
السلام,90000,31050
السلام,700000,75000
السلى,850000,40000
السلى,992000,37500
السلى,1150000,225000
السلى,742107,57500
السلى,986300,75600
السلى,350792,30000
السلى,325000,37500
السلى,4590000,270000
السلى,500000,72939
السلى,500000,72939
السلى,2088000,697440
السليمانية,1100000,31500
السليمانية,800000,35200
السليمانية,5000000,224000
السليمانية,800000,24300
السليمانية,1600000,50000
السليمانية,1500000,62500
السليمانية,1500000,62500
السليمانية,1500000,62500
السليمانية,1500000,62500
السليمانية,2800000,50000
السليمانية,4000000,72000
السليمانية,2300000,93000
السليمانية,800000,37500
السليمانية,800000,88057
السليمانية,9350000,125000
السليمانية,150000,204000
السليمانية,950000,32000
السليمانية,750000,34000
السليمانية,2000000,64900
السليمانية,4300000,90720
السويدى,500000,42000
السويدى,700000,44000
السويدى,840000,36750
السويدى,435000,42000
السويدى,275000,51700
السويدى,580000,25000
السويدى,622222,49000
السويدى,625000,50000
السويدى,370000,45755
السويدى,629921,50000
السويدى,143000,62500
السويدى,950000,65000
السويدى,510000,30000
السويدى,400000,40000
السويدى,1100000,60000
السويدى,800000,50000
السويدى,700000,50000
السويدى,725000,50000
السويدى,730000,50000
السويدى,800000,50000
السويدى,734913,70200
السويدى,746177,37500
السويدى,489118,40000
السويدى,471800,64787
السويدى,395500,56566
السويدى,285000,33962
السويدى,350000,33962
السويدى,817000,30847
السويدى,912625,48000
السويدى,280000,14700
السويدى,900000,100000
الشرفية,702000,60000
الشرفية,702000,48000
الشرفية,1000000,68327
الشرفية,140000,7200
الشرق,375000,37500
الشرق,300000,45000
الشرق,100000,48000
الشرق,99000,48000
الشرق,90000,45000
الشعلة,45000,45000
الشفاء,725000,45000
الشفاء,730000,34800
الشفاء,600000,62500
الشفاء,2062500,174000
الشفاء,100000,31250
الشفاء,550000,87169
الشفاء,800000,70200
الشفاء,1300000,72000
الشفاء,365000,52500
الشفاء,607500,51750
الشفاء,607500,51750
الشفاء,850000,60750
الشفاء,557172,57200
الشفاء,365000,50000
الشفاء,800000,86800
الشفاء,370000,41850
الشفاء,400000,41850
الشفاء,844350,86625
الشفاء,1000000,90000
الشفاء,1500000,75000
الشفاء,800000,60000
الشفاء,115000,58900
الشفاء,525001,50000
الشفاء,340000,37800
الشفاء,250000,81602
الشفاء,200000,60795
الشفاء,150000,41965
الشفاء,750000,32000
الشفاء,717000,60000
الشفاء,170000,31500
الشفاء,850000,87500
الشفاء,600000,84800
الشميسى,100000,6556
الشميسى,50000,10579
الشميسى,50000,4954
الشميسى,60000,6063
الشهداء,1300000,33750
الصحافة,1850000,32500
الصحافة,2200000,49300
الصحافة,2700000,69000
الصحافة,1000000,33600
الصحافة,2374000,31250
الصحافة,880275,31250
الصحافة,452441,25000
الصحافة,644810,37500
الصحافة,3050000,52000
الصحافة,3500000,97380
الصحافة,850000,72900
الصحافة,80000,37060
الصحافة,1850000,150000
الصحافة,3736688,150000
الصفاء,310000,50000
الصناعية,417900,39800
الضباط,600000,47000
الطويلعة,350000,13200
العجلية,100000,8995
العريجاء,478124,30000
العريجاء,658000,75000
العريجاء,490786,40000
العريجاء,730000,40000
العريجاء,300000,38000
العريجاء,40000,40000
العريجاء,525001,50000
العريجاء,532176,40000
العريجاء,50000,40000
العريجاء,1149823,37450
العريجاء,350000,36818
العريجاء,20000,3182
العريجاء,596191,40000
العريجاء,1102710,40000
العريجاء,330000,40000
العريجاء,450000,40000
العريجاء,62500,6667
العريجاء,385000,40000
العريجاء,200000,40000
العريجاء,100000,40000
العريجاء,600000,40000
العريجاء,100000,40000
العريجاء,640000,40000
العريجاء,508250,20000
العريجاء,580000,40000
العريجاء,350000,40000
العريجاء,973499,40000
العريجاء,1159303,40000
العريجاء,300000,40000
العريجاء,987219,40000
العريجاء,1000000,60000
العريجاء,487500,37500
العريجاء,144030,37500
العريجاء,12090000,930000
العريجاء,1000000,150000
العريجاء,408632,35625
العريجاء,1440000,73275
العزيزية,350000,29400
العزيزية,350000,29400
العزيزية,700000,63000
العزيزية,500000,47100
العزيزية,520000,45000
العزيزية,590000,36000
العزيزية,300000,43200
العزيزية,2000000,140540
العزيزية,930000,40000
العزيزية,930000,40000
العزيزية,99000,40000
العزيزية,858000,78000
العزيزية,721872,68750
العزيزية,70000,40000
العزيزية,490000,43666
العزيزية,870000,27500
العزيزية,800000,60000
العزيزية,1000000,68509
العزيزية,450000,50000
العزيزية,533646,31250
العزيزية,490365,30000
العزيزية,750000,40500
العزيزية,780000,37500
العزيزية,710000,49200
العقيق,1900000,62500
العقيق,1740000,60000
العقيق,2400000,81250
العقيق,2100000,81250
العقيق,990850,62500
العقيق,4000000,97500
العقيق,850000,62500
العقيق,1722991,39990
العليا,300000,9000
العليا,3000000,105000
العليا,1300000,24000
العليا,1150000,55100
العليا,1100000,27297
العليا,1700000,58000
العمل,800000,60900
العمل,95000,60900
العمل,10000,28000
العمل,10000,56099
العمل,10000,27700
العوالي,1050000,70000
العوالي,1050000,70000
العوالي,2100000,140000
العوالي,363000,30400
العوالي,825000,75000
العوالي,634130,25200
العود,180000,9655
العود,170000,11625
العود,30000,8800
الغدير,1900000,35000
الغروب,247000,40348
الغروب,350000,40348
الغنامية,90000,19200
الغنامية,50000,16000
الغنامية,114973,16000
الغنامية,40000,16000
الغنامية,25000,16000
الغنامية,38000,16000
الغنامية,99000,57007
الغنامية,228000,81440
الغنامية,120000,67200
الغنامية,280000,67200
الغنامية,110000,67200
الغنامية,80000,32000
الغنامية,65000,30000
الفاخرية,300000,20000
الفلاح,822134,80000
الفلاح,301000,41600
الفلاح,7500000,210000
الفلاح,1300000,41250
الفلاح,1650000,37500
الفواز,500000,59000
الفيحاء,930000,28153
الفيحاء,46945078,28024
الفيحاء,1200000,60000
الفيحاء,2340000,150000
الفيحاء,850000,33350
الفيصلية,225000,30000
الفيصلية,40000,14514
القادسية,74998,36000
القادسية,1090000,40000
القادسية,835000,69000
القادسية,350000,75000
القادسية,300000,54000
القادسية,400000,60000
القادسية,1600000,125000
القادسية,990000,60000
القادسية,1170000,75000
القادسية,400000,41250
القادسية,350000,41250
القادسية,1350000,75000
القادسية,500000,121840
القادسية,213147,37500
القادسية,400000,40000
القادسية,871200,52822
القادسية,1200000,68750
القادسية,1725000,75000
القادسية,1000000,39000
القادسية,3500000,75000
القادسية,1200000,60000
القادسية,800000,42000
القادسية,777600,36000
القادسية,1700000,78180
القادسية,900000,44916
القادسية,3600000,180000
القادسية,5075000,253750
القادسية,5798000,289900
القادسية,1336500,34800
القادسية,900000,38400
القادسية,1000000,37200
القادسية,1137552,39750
القادسية,1180192,39832
القادسية,2504000,160000
القدس,864000,36000
القدس,900000,36000
القدس,2000000,60000
القدس,1500000,60000
القدس,2000000,60000
القدس,1500000,60000
القدس,600000,60000
القدس,1500000,60000
القدس,270000,60000
القدس,1173717,30000
القدس,955500,39000
القدس,2655000,79812
المحمدية,536643,37500
المربع,13880030,104875
المرسلات,2186000,65000
المرسلات,1250000,34500
المرسلات,1800000,81000
المرسلات,1250000,47500
المرسلات,1850000,70000
المرسلات,1800000,42833
المروة,500000,90000
المروة,1095000,90000
المروة,174948,43500
المروج,2100000,37000
المروج,858364,26250
المروج,531250,30667
المروج,1059079,33000
المروج,260000000,569500
المشاعل,1965000,112500
المصانع,1307303,201963
المصفاة,100000,40000
المصفاة,200000,75000
المصفاة,227534,42850
المصفاة,277154,51420
المصفاة,2937107,472964
المصفاة,130000,40000
المصيف,1693140,46000
المصيف,1600000,72000
المصيف,800000,89550
المعذر,500000,15000
المعذر,800000,60000
المعذر,3200000,90000
المعذر,2000000,75000
المعذر,666837,34320
المعذر,5300000,171000
المعذر,2059623,42000
المعيزلية,700000,68726
المعيزلية,650000,72792
المعيزلية,364650,22100
المعيزلية,1030000,69600
